5.2606006,2.200552,5.172022,2.4848146,5.473346,7.9092584,6.121867,2.8946855,5.5597863,2.9959178,3.817114,6.5431166,4.044018,7.5317965,4.485762,2.1089196,4.55457,3.749736,5.6213264,2.1475608,6.1777864,2.7254136,3.613116,6.87398,3.7425568,6.9821835,6.2581987,4.855969,2.1823921,2.2124,7.4795866,3.9435198,5.93149,4.7866974,7.834732,3.827157,2.4825068,3.571883,2.250557,2.3270671,4.86776,7.6483107,4.457956,4.5304585,2.0480757,4.2834125,6.906727,5.367084,2.4842467,5.673319,4.429782,3.0816555,7.8406878,6.4738092,5.0775204,7.5014205,4.435657,2.1322794,4.4173036,7.370533
3.723894,6.545661,3.3787332,6.3933067,4.286333,7.782097,4.336988,7.0474086,3.2243392,5.6985908,7.697909,4.947987,2.4831889,5.4478536,2.6568801,5.385279,2.0714853,6.9145784,3.1324115,5.3921523,3.9128487,6.1288333,6.830621,3.757038,6.999542,2.9229171,3.2737966,7.3417506,4.220009,5.6383786,3.924209,7.463801,2.2702653,2.6214154,5.390832,6.168412,6.674406,6.8520823,6.264125,3.640948,7.6040516,4.3113184,6.4947534,2.6481166,5.905934,2.2555923,7.0551233,2.6572628,5.5848575,7.903376,7.514684,6.2042456,5.363113,3.1347213,3.8061295,6.0997105,3.2758338,6.224293,2.700349,6.352297
7.4321136,3.5986073,5.5398784,7.3729367,3.2455769,6.0416737,3.4793477,5.835352,5.8993397,2.378209,5.775627,2.3880703,6.769548,3.1880867,6.830869,2.6170263,5.555019,3.7184906,6.503451,2.6963644,7.5296783,3.201919,4.1544476,6.4791083,4.6961627,5.5749316,5.6792183,4.334703,6.1615496,2.414621,5.9940476,4.887388,4.680236,5.808489,2.5680788,3.005566,4.439018,3.9660032,3.9062915,6.570839,4.830659,7.2982826,2.7399974,5.7181864,2.7028406,5.338824,4.0998163,5.820733,2.8946278,4.468383,4.6936045,3.0877738,2.8039575,6.2187934,7.282144,2.8160002,5.911531,2.7550025,5.5971546,3.4817388
4.562102,6.2451243,2.5223768,4.835306,7.2329392,4.395423,7.2806334,3.1165054,2.758446,5.2763476,3.2646515,5.0670676,5.0161724,2.5567043,4.327174,5.5917325,2.959293,6.78411,4.525483,6.1758657,4.6681376,6.4211946,7.2311683,3.1542258,2.0569308,2.8177154,7.5442224,2.7992513,2.177338,4.26667,2.4007075,2.555238,6.691786,2.5837457,5.602658,6.4384985,2.268092,7.0547585,2.1941774,4.397295,2.2543988,5.090275,5.0515695,2.0164626,4.292718,7.3050256,7.631474,2.765901,6.058999,6.9244757,2.2370324,6.257498,5.8254433,3.1063886,4.901315,5.3092575,2.2886345,3.8978975,7.950878,6.8695846
7.196739,3.3357296,6.3752174,3.2646463,5.653457,2.4845147,4.838559,5.6932983,5.8509517,2.3524456,5.909977,7.167491,2.8081462,6.2659264,6.6959095,2.6156409,6.25209,3.878213,2.2620478,3.3231301,7.3783197,3.8669155,4.2067914,5.906837,4.9202456,6.0001183,3.9217591,5.8998737,4.971734,6.033942,4.995241,5.8655214,3.0630674,5.4143467,2.873007,4.12877,6.213653,4.7809806,5.3666897,7.6662526,4.7341013,2.012168,2.0468783,4.93356,7.3190627,3.3893142,5.3889523,6.453448,3.7281783,3.0169716,6.10219,3.8679173,7.1566443,4.8794823,7.732255,2.9381492,6.1072454,6.023187,3.025069,4.658167
2.5691676,5.772807,4.2509694,6.852909,2.723166,4.9949045,7.262805,2.9816139,2.2303858,5.1438274,2.194065,3.5419683,5.8082604,3.0525446,3.3242843,6.0176687,3.7767823,7.193806,5.7271333,6.274529,4.127651,7.37188,6.8044667,3.0503929,7.119646,3.1352663,5.7157984,2.655578,2.3084354,2.480979,7.7213545,4.01947,6.01205,2.8743114,6.301235,7.2636623,3.5060692,2.3354309,2.20819,4.4228554,6.8968015,5.1147127,4.8841634,2.1805575,5.489918,4.403351,2.3668594,3.9461505,7.3958907,5.493779,3.3310509,7.6780562,3.7166827,7.578195,4.8898773,6.6209536,3.8000371,2.281676,5.9242377,2.8969517
5.4060388,2.8488595,7.707451,4.13608,5.743973,7.210324,3.6079102,6.811682,4.5610223,2.644105,5.164994,5.1313686,7.640097,4.631365,6.4406486,3.7429807,6.871101,4.21387,2.9442525,3.4487383,6.8119235,4.373613,3.589223,6.6076207,3.3984606,6.0878487,7.81259,5.3785653,5.4780025,4.525768,4.651589,7.761855,2.3101213,5.664996,2.8654876,3.8735201,6.3253098,4.6196218,5.2673006,7.8231635,3.972186,2.8900254,6.11925,4.4148555,2.7709477,6.701975,5.924306,6.8769913,4.8724093,2.1565003,6.042608,5.6117077,6.2631636,4.980025,2.5658343,4.5504527,7.228101,4.2034307,2.731527,6.209495
3.428695,6.568311,4.9204082,7.4453635,3.5046115,3.1418104,5.8308854,4.306531,6.9737325,6.166159,2.2772145,6.958667,3.8344223,7.2864394,3.5232036,6.527923,3.2116153,6.9785295,6.224561,6.5931287,3.4029918,6.649104,6.6600413,4.7560296,6.083576,3.352591,4.6967874,3.529478,2.0034983,6.111452,7.506051,5.338699,4.024781,2.4046495,5.0788927,6.0238748,2.623382,6.3740563,7.8377743,4.6491003,6.793311,6.1072135,2.439913,7.0072074,5.670309,2.4620037,3.518011,3.6943212,7.636518,4.4376483,2.099953,3.6692748,2.813711,7.831944,5.518171,7.805091,4.8005457,6.8747993,4.7770267,2.3904676
7.2140236,4.143459,2.8203704,5.3056073,7.0105014,5.1680474,7.820407,7.6998653,3.1693933,3.8724184,4.4919176,4.0141225,7.3058763,4.9946766,7.826961,3.5164456,5.8507624,5.062801,2.7504954,4.201386,6.687008,3.4076118,3.0595295,7.7046304,2.3421075,6.100057,2.365746,6.498311,3.7598042,2.2488613,3.5587745,2.1685648,6.551149,5.6012545,7.7753277,7.8575077,3.7451367,3.1936395,3.9117618,6.8765707,3.3721635,4.6543417,3.7368958,3.7350314,2.736153,4.1842546,6.2159815,6.8903036,3.854606,6.613806,4.3100834,7.019024,5.9173756,4.3183866,7.0160384,4.1492257,7.8515506,3.9939415,7.345208,5.038269
4.725673,7.8584046,5.986456,2.6181989,4.147588,7.3788013,3.7355692,5.385115,5.096326,7.1875677,6.479389,2.7022257,5.3376384,2.5392056,4.7510767,6.1009645,2.483773,2.4328003,5.2519436,6.872435,3.7464392,5.877774,5.6680255,3.6867795,5.1460605,2.9581182,5.683416,3.2169416,5.2797065,4.6592016,5.364266,7.854435,3.9310045,2.4321754,4.365776,4.391246,6.256904,5.943429,6.4107504,3.7784233,6.81201,7.5801373,6.3351026,5.450506,6.9331417,5.494742,2.166566,4.760693,6.232658,3.2059257,6.552674,3.7886937,3.2649653,7.1413636,3.5249233,6.348546,4.4447675,7.319042,4.7020574,2.2727978
